time,open,high,low,close,volume
2022-09-30 13:00:00,120.8335,120.98,120.78,120.82,58907
2022-09-30 12:45:00,120.75,121.019,120.75,120.83,83143
2022-09-30 12:30:00,120.655,120.88,120.58,120.76,70477
2022-09-30 12:15:00,120.79,120.8391,120.5728,120.66,171531
2022-09-30 12:00:00,121.085,121.16,120.7535,120.815,78675
2022-09-30 11:45:00,121.405,121.465,121.02,121.09,123123
2022-09-30 11:30:00,121.75,121.78,121.365,121.37,99567
2022-09-30 11:15:00,121.41,121.86,121.39,121.77,114033
2022-09-30 11:00:00,121.58,121.64,121.24,121.39,87725
2022-09-30 10:45:00,121.39,121.78,121.38,121.56,82736
2022-09-30 10:30:00,121.43,121.49,121.0835,121.36,75751
2022-09-30 10:15:00,121.62,121.9,121.3879,121.42,97476
2022-09-30 10:00:00,121.435,121.7,121.03,121.59,137455
2022-09-30 09:45:00,121.66,122.43,121.17,121.47,299734
2022-09-30 09:15:00,122.0,122.0,121.61,121.61,601
2022-09-30 09:00:00,121.8,121.8,121.8,121.8,756
2022-09-30 08:30:00,121.45,121.45,121.45,121.45,103
2022-09-30 04:15:00,122.0,122.0,122.0,122.0,317
2022-09-29 20:00:00,121.99,121.99,121.99,121.99,123
2022-09-29 19:30:00,121.88,121.88,121.88,121.88,596
2022-09-29 19:15:00,122.01,122.01,122.01,122.01,1010
2022-09-29 18:30:00,121.59,121.61,121.59,121.61,1502
2022-09-29 18:15:00,121.63,122.0,121.51,121.59,4103
2022-09-29 18:00:00,121.5,121.59,121.5,121.52,1086
2022-09-29 17:45:00,121.06,121.6,121.0,121.5,19030
2022-09-29 17:30:00,117.52,121.28,117.52,121.06,300246
2022-09-29 17:15:00,121.13,121.27,117.5,117.5,22486
2022-09-29 17:00:00,121.87,121.87,121.87,121.87,702
2022-09-29 16:15:00,121.63,121.63,121.63,121.63,141590
2022-09-29 16:00:00,121.61,121.8,121.5,121.68,335968
2022-09-29 15:45:00,121.27,121.91,121.24,121.61,128450
2022-09-29 15:30:00,121.09,121.35,121.01,121.27,158939
2022-09-29 15:15:00,120.835,121.14,120.8,121.125,137852
2022-09-29 15:00:00,121.12,121.22,120.83,120.85,79139
2022-09-29 14:45:00,121.1,121.42,121.0555,121.15,73952
2022-09-29 14:30:00,120.925,121.15,120.7914,121.07,135748
2022-09-29 14:15:00,121.01,121.08,120.84,120.94,206991
2022-09-29 14:00:00,121.24,121.36,121.01,121.02,80091
2022-09-29 13:45:00,121.41,121.52,121.17,121.18,75132
2022-09-29 13:30:00,121.3308,121.475,121.2,121.4313,48551
2022-09-29 13:15:00,121.36,121.38,121.203,121.33,49535
2022-09-29 13:00:00,121.77,121.815,121.425,121.4511,72469
2022-09-29 12:45:00,121.535,121.77,121.51,121.7205,61293
2022-09-29 12:30:00,121.89,121.94,121.5,121.56,72297
2022-09-29 12:15:00,121.91,122.185,121.755,121.89,112813
2022-09-29 12:00:00,121.69,122.02,121.61,121.91,77938
2022-09-29 11:45:00,121.46,121.7,121.39,121.6999,65816
2022-09-29 11:30:00,121.255,121.51,121.215,121.46,69034
2022-09-29 11:15:00,121.06,121.5332,121.03,121.26,79569
2022-09-29 11:00:00,120.8,121.2,120.8,121.075,70305
2022-09-29 10:45:00,120.76,120.91,120.58,120.8,103236
2022-09-29 10:30:00,120.905,120.97,120.57,120.78,136580
2022-09-29 10:15:00,121.21,121.21,120.79,120.87,106521
2022-09-29 10:00:00,121.15,121.37,121.04,121.24,84476
2022-09-29 09:45:00,121.85,122.62,121.03,121.115,190821
2022-09-29 08:45:00,122.02,122.02,122.02,122.02,300
2022-09-28 19:00:00,122.75,122.75,122.75,122.75,500
2022-09-28 18:45:00,123.01,123.01,123.01,123.01,120
2022-09-28 18:15:00,122.98,122.99,122.98,122.99,600
2022-09-28 17:15:00,122.98,123.01,122.98,123.01,1612
2022-09-28 16:15:00,122.76,122.76,122.76,122.76,141614
2022-09-28 16:00:00,123.07,123.23,122.69,122.71,514095
2022-09-28 15:45:00,122.78,123.15,122.78,123.09,182622
2022-09-28 15:30:00,122.93,122.98,122.75,122.77,116626
2022-09-28 15:15:00,122.635,123.06,122.615,122.94,117791
2022-09-28 15:00:00,122.62,122.76,122.56,122.66,75734
2022-09-28 14:45:00,122.39,122.7919,122.39,122.6,79560
2022-09-28 14:30:00,122.55,122.62,122.25,122.39,70684
2022-09-28 14:15:00,122.44,122.6505,122.41,122.52,90607
2022-09-28 14:00:00,122.46,122.48,122.18,122.43,98583
2022-09-28 13:45:00,122.55,122.57,122.35,122.43,82708
2022-09-28 13:30:00,122.82,122.88,122.51,122.555,55345
2022-09-28 13:15:00,122.6,122.87,122.51,122.8,73325
2022-09-28 13:00:00,122.67,122.73,122.42,122.6,77306
2022-09-28 12:45:00,122.36,122.65,122.31,122.65,96483
2022-09-28 12:30:00,122.49,122.69,122.3043,122.36,117498
2022-09-28 12:15:00,121.86,122.52,121.86,122.4836,131119
2022-09-28 12:00:00,121.54,121.935,121.39,121.85,79748
2022-09-28 11:45:00,121.69,121.71,121.28,121.52,110553
2022-09-28 11:30:00,121.73,122.0,121.68,121.68,97906
2022-09-28 11:15:00,121.62,121.98,121.53,121.74,120120
2022-09-28 11:00:00,121.595,122.0,121.55,121.695,197634
2022-09-28 10:45:00,121.5267,121.7367,121.2,121.61,105836
2022-09-28 10:30:00,121.0794,121.54,120.88,121.51,138412
2022-09-28 10:15:00,121.115,121.5,120.725,121.05,147618
2022-09-28 10:00:00,120.41,121.65,120.365,121.1,261830
2022-09-28 09:45:00,121.65,121.73,119.81,120.43,459471
2022-09-28 09:30:00,121.01,121.7,121.0,121.5,2588
2022-09-28 09:15:00,121.29,121.29,121.29,121.29,204
2022-09-28 09:00:00,121.52,121.89,121.5,121.89,2793
2022-09-28 08:45:00,121.47,121.89,121.46,121.89,5766
2022-09-28 08:30:00,120.7,121.3,120.7,121.3,1299
2022-09-28 08:15:00,120.9963,121.3,120.74,120.9,3666
2022-09-28 08:00:00,120.59,120.62,120.39,120.62,5212
2022-09-28 07:30:00,120.59,120.6,120.59,120.6,774
2022-09-28 07:15:00,121.59,121.59,120.6,120.6,3512
2022-09-28 06:30:00,121.0,121.0,121.0,121.0,387
2022-09-28 06:15:00,120.65,120.65,120.47,120.48,6240
2022-09-28 06:00:00,120.16,120.16,119.8,119.8,3241
2022-09-28 05:30:00,120.49,120.49,120.16,120.38,1058
2022-09-28 05:15:00,120.95,120.95,120.61,120.61,1710
2022-09-28 04:45:00,120.96,120.96,120.96,120.96,224
2022-09-27 20:00:00,121.99,121.99,121.99,121.99,200
2022-09-27 18:30:00,121.8,121.8,121.8,121.8,150
2022-09-27 18:00:00,121.9896,121.9896,121.9896,121.9896,100
2022-09-27 17:30:00,121.74,121.74,121.74,121.74,13564
2022-09-27 17:00:00,121.5,121.5,121.5,121.5,671
2022-09-27 16:30:00,121.05,121.3554,121.05,121.3554,3203
2022-09-27 16:15:00,121.74,121.74,121.74,121.74,89433
2022-09-27 16:00:00,121.82,121.88,121.61,121.75,405600
2022-09-27 15:45:00,121.78,121.88,121.45,121.845,160212
2022-09-27 15:30:00,121.825,121.92,121.595,121.78,106900
2022-09-27 15:15:00,121.82,121.88,121.55,121.84,110517
2022-09-27 15:00:00,121.635,121.95,121.51,121.84,129028
2022-09-27 14:45:00,121.29,121.75,121.1,121.65,122871
2022-09-27 14:30:00,121.17,121.3,121.08,121.2975,86021
2022-09-27 14:15:00,121.37,121.69,121.18,121.18,135395
2022-09-27 14:00:00,121.5391,121.5766,121.22,121.37,139101
2022-09-27 13:45:00,121.85,121.99,121.4112,121.51,100073
2022-09-27 13:30:00,121.95,122.14,121.83,121.93,70927
2022-09-27 13:15:00,122.42,122.42,121.84,121.96,95969
2022-09-27 13:00:00,122.245,122.4699,121.96,122.42,89748
2022-09-27 12:45:00,122.29,122.5907,122.21,122.29,132351
2022-09-27 12:30:00,121.96,122.41,121.82,122.2948,269721
2022-09-27 12:15:00,122.08,122.18,121.81,121.97,132806
2022-09-27 12:00:00,122.52,122.6,122.09,122.1,75164
2022-09-27 11:45:00,122.375,122.68,122.32,122.54,72070
2022-09-27 11:30:00,122.86,122.91,122.28,122.36,109200
2022-09-27 11:15:00,123.12,123.26,122.83,122.85,82385
2022-09-27 11:00:00,123.22,123.35,123.06,123.155,67979
2022-09-27 10:45:00,122.935,123.29,122.6,123.21,67760
2022-09-27 10:30:00,123.03,123.43,122.74,122.99,136617
2022-09-27 10:15:00,122.9,123.1,122.48,123.0,174710
2022-09-27 10:00:00,123.69,123.95,122.87,122.925,150959
2022-09-27 09:45:00,122.6,123.7,122.5,123.7,259034
2022-09-27 09:15:00,122.91,122.91,122.75,122.75,797
2022-09-27 09:00:00,123.1,123.1,122.9,122.9,708
2022-09-27 08:45:00,123.02,123.02,122.95,122.9501,515
2022-09-27 08:30:00,123.0,123.0,122.95,122.95,280
2022-09-27 08:15:00,122.95,123.0,122.95,123.0,3632
2022-09-27 07:30:00,122.93,122.93,122.93,122.93,500
2022-09-26 18:00:00,122.0,122.0,122.0,122.0,100
2022-09-26 16:45:00,122.01,122.01,121.77,121.77,1240
2022-09-26 16:30:00,122.01,122.01,122.0,122.0,1437
2022-09-26 16:15:00,122.01,122.01,122.01,122.01,167195
2022-09-26 16:00:00,122.5061,122.83,121.91,122.01,518656
2022-09-26 15:45:00,122.31,122.55,122.17,122.47,118629
2022-09-26 15:30:00,122.46,122.63,122.24,122.35,90467
2022-09-26 15:15:00,122.35,122.64,122.35,122.45,88772
2022-09-26 15:00:00,121.98,122.5,121.94,122.33,99376
2022-09-26 14:45:00,121.94,122.12,121.8106,122.0,64260
2022-09-26 14:30:00,122.21,122.28,121.97,121.97,60539
2022-09-26 14:15:00,121.7683,122.21,121.76,122.21,88482
2022-09-26 14:00:00,121.95,122.125,121.75,121.8,114234
2022-09-26 13:45:00,122.07,122.25,121.9,121.9305,90013
2022-09-26 13:30:00,122.07,122.2448,121.915,122.09,121538
2022-09-26 13:15:00,122.8,122.8,122.078,122.09,65843
2022-09-26 13:00:00,122.44,122.85,122.44,122.78,79902
2022-09-26 12:45:00,122.64,122.67,122.41,122.46,65985
2022-09-26 12:30:00,123.02,123.06,122.575,122.645,63123
2022-09-26 12:15:00,123.25,123.33,122.97,123.05,68336
2022-09-26 12:00:00,122.775,123.29,122.77,123.2644,81951
2022-09-26 11:45:00,123.0255,123.15,122.83,122.84,106678
2022-09-26 11:30:00,123.68,123.71,123.02,123.02,82783
2022-09-26 11:15:00,123.9,124.11,123.56,123.65,116728
2022-09-26 11:00:00,124.04,124.0563,123.68,123.91,98916
2022-09-26 10:45:00,124.25,124.26,123.7101,124.05,118204
2022-09-26 10:30:00,123.805,124.26,123.8,124.24,178109
2022-09-26 10:15:00,123.245,123.87,123.15,123.84,176576
2022-09-26 10:00:00,122.37,123.33,122.32,123.24,185447
2022-09-26 09:45:00,122.3,122.67,121.85,122.42,331246
2022-09-26 09:30:00,121.94,121.94,121.94,121.94,200
2022-09-26 09:15:00,122.3,122.3,122.3,122.3,100
2022-09-26 09:00:00,122.0,122.25,121.5,122.25,3038
2022-09-26 08:30:00,121.9908,121.9908,121.9908,121.9908,505
2022-09-26 08:15:00,122.3466,122.3466,121.6,121.6,557
2022-09-26 08:00:00,121.7,122.19,121.3,121.3,9367
2022-09-26 07:45:00,121.8,121.8,121.8,121.8,111
2022-09-23 17:45:00,122.71,122.71,122.71,122.71,400
2022-09-23 17:15:00,122.71,122.71,122.71,122.71,1294
2022-09-23 16:45:00,123.0,123.0,123.0,123.0,500
2022-09-23 16:30:00,122.85,122.85,122.85,122.85,500
2022-09-23 16:15:00,122.71,122.83,122.71,122.71,99589
2022-09-23 16:00:00,122.64,122.76,122.35,122.75,835302
2022-09-23 15:45:00,122.33,122.68,122.21,122.645,341569
2022-09-23 15:30:00,122.295,122.58,122.09,122.33,235536
2022-09-23 15:15:00,121.77,122.51,121.74,122.29,248642
2022-09-23 15:00:00,122.13,122.18,121.76,121.77,193261
2022-09-23 14:45:00,122.48,122.48,122.03,122.13,155039
2022-09-23 14:30:00,122.42,122.5366,122.27,122.49,107510
2022-09-23 14:15:00,122.7765,122.97,122.29,122.42,130430
2022-09-23 14:00:00,122.51,122.79,122.466,122.7564,103012
2022-09-23 13:45:00,122.57,122.701,122.38,122.52,185070
2022-09-23 13:30:00,122.841,122.997,122.56,122.5815,80341
2022-09-23 13:15:00,122.91,123.1504,122.81,122.8499,97423
2022-09-23 13:00:00,122.7,123.03,122.67,122.945,123535
2022-09-23 12:45:00,122.845,122.8894,122.72,122.72,97172
2022-09-23 12:30:00,123.14,123.25,122.81,122.81,104147
2022-09-23 12:15:00,123.2899,123.37,123.03,123.15,81489
2022-09-23 12:00:00,123.3833,123.3833,123.11,123.285,132296
2022-09-23 11:45:00,123.89,123.94,123.4,123.4,108431
2022-09-23 11:30:00,123.71,124.09,123.71,123.8611,88893
2022-09-23 11:15:00,123.68,124.08,123.68,123.71,96969
2022-09-23 11:00:00,123.87,123.95,123.56,123.65,139261
2022-09-23 10:45:00,124.33,124.33,123.84,123.86,102473
2022-09-23 10:30:00,124.255,124.53,124.12,124.34,111162
2022-09-23 10:15:00,124.1567,124.4,123.95,124.25,105844
2022-09-23 10:00:00,124.05,124.4,123.87,124.16,164629
2022-09-23 09:45:00,124.53,125.0,123.87,124.13,305897
2022-09-23 09:30:00,124.6,124.804,124.4,124.41,5163
2022-09-23 09:15:00,124.25,124.25,124.25,124.25,122
2022-09-23 09:00:00,124.24,124.2895,124.24,124.2658,1062
2022-09-23 08:30:00,124.3936,124.3936,124.3936,124.3936,100
2022-09-23 08:15:00,124.95,124.95,124.23,124.94,1682
2022-09-23 08:00:00,124.61,124.61,124.61,124.61,100
2022-09-23 05:00:00,125.0,125.0,125.0,125.0,260
2022-09-22 17:45:00,125.35,125.35,125.35,125.35,100
2022-09-22 17:30:00,125.5,125.5,125.5,125.5,600
2022-09-22 17:15:00,125.45,125.45,125.45,125.45,1169
2022-09-22 17:00:00,125.45,125.45,125.45,125.45,260
2022-09-22 16:45:00,125.31,125.31,125.31,125.31,402
2022-09-22 16:30:00,125.31,125.31,125.31,125.31,200
2022-09-22 16:15:00,125.31,125.46,125.31,125.46,87845
2022-09-22 16:00:00,126.05,126.3167,125.27,125.31,494705
2022-09-22 15:45:00,125.97,126.1,125.88,126.04,186285
2022-09-22 15:30:00,126.48,126.48,125.83,125.98,207967
2022-09-22 15:15:00,126.085,126.51,126.085,126.48,189915
2022-09-22 15:00:00,125.79,126.08,125.68,126.08,75150
2022-09-22 14:45:00,125.62,125.87,125.56,125.8,73182
2022-09-22 14:30:00,125.775,125.85,125.53,125.62,84148
2022-09-22 14:15:00,125.885,125.95,125.76,125.7786,69420
2022-09-22 14:00:00,126.01,126.18,125.88,125.9,100880
2022-09-22 13:45:00,125.96,126.16,125.9411,126.0,63122
2022-09-22 13:30:00,125.83,125.93,125.7497,125.91,60052
2022-09-22 13:15:00,125.84,125.97,125.8,125.8424,57824
2022-09-22 13:00:00,125.84,126.0,125.72,125.823,98127
2022-09-22 12:45:00,125.6,125.92,125.51,125.8755,76772
2022-09-22 12:30:00,125.375,125.8,125.34,125.59,104718
2022-09-22 12:15:00,125.28,125.49,125.24,125.4,185115
2022-09-22 12:00:00,125.27,125.56,125.2,125.25,226121
2022-09-22 11:45:00,125.285,125.505,125.18,125.295,71854
2022-09-22 11:30:00,125.21,125.36,125.07,125.29,123321
2022-09-22 11:15:00,125.4,125.5996,125.1726,125.18,120978
2022-09-22 11:00:00,125.33,125.69,125.32,125.405,112410
2022-09-22 10:45:00,125.3415,125.5,125.1,125.325,146059
2022-09-22 10:30:00,125.3,125.4,124.91,125.34,100294
2022-09-22 10:15:00,124.74,125.27,124.45,125.27,120275
2022-09-22 10:00:00,125.1612,125.18,124.54,124.75,183281
2022-09-22 09:45:00,124.76,125.21,124.41,125.12,207447
2022-09-22 09:30:00,124.81,124.81,124.4118,124.4118,266
2022-09-22 09:15:00,125.45,125.45,125.0,125.0,1026
2022-09-22 09:00:00,125.33,125.6884,125.1,125.6884,2021
2022-09-22 08:45:00,125.15,125.15,125.12,125.12,1060
2022-09-22 08:30:00,125.02,125.3599,125.02,125.3599,645
2022-09-22 08:15:00,124.65,124.65,124.65,124.65,100
2022-09-22 07:30:00,124.93,124.93,124.93,124.93,121
2022-09-22 07:15:00,124.93,124.93,124.93,124.93,1141
2022-09-21 20:00:00,124.25,124.25,124.25,124.25,306
2022-09-21 19:15:00,124.5,124.5,124.5,124.5,283
2022-09-21 18:45:00,124.8,124.92,124.8,124.92,1000
2022-09-21 18:30:00,124.6,124.6,124.6,124.6,500
2022-09-21 18:00:00,124.63,124.63,124.62,124.62,983
2022-09-21 17:45:00,124.6437,124.6437,124.6437,124.6437,200
2022-09-21 17:30:00,124.6,124.6,124.6,124.6,460
2022-09-21 17:00:00,124.9,124.92,124.9,124.9,1205
2022-09-21 16:45:00,124.81,124.81,124.81,124.81,201
2022-09-21 16:15:00,124.93,125.0,124.52,124.93,152154
2022-09-21 16:00:00,125.45,125.7,124.92,124.95,471634
2022-09-21 15:45:00,126.04,126.225,125.44,125.46,161134
2022-09-21 15:30:00,126.99,127.27,126.04,126.06,80599
2022-09-21 15:15:00,127.42,127.55,126.27,127.015,159739
2022-09-21 15:00:00,127.52,127.84,126.85,127.37,159035
2022-09-21 14:45:00,125.93,127.52,125.73,127.48,196418
2022-09-21 14:30:00,125.68,126.23,125.65,125.97,85420
2022-09-21 14:15:00,127.24,127.29,125.53,125.7,159276
2022-09-21 14:00:00,127.29,127.3,127.14,127.3,50045
2022-09-21 13:45:00,127.31,127.39,127.2662,127.29,52494
2022-09-21 13:30:00,127.48,127.48,127.15,127.316,65414
2022-09-21 13:15:00,127.39,127.5,127.33,127.4806,65001
2022-09-21 13:00:00,127.505,127.6,127.39,127.41,49657
2022-09-21 12:45:00,127.54,127.65,127.495,127.5,44451
2022-09-21 12:30:00,127.35,127.5699,127.325,127.5598,45968
2022-09-21 12:15:00,127.23,127.39,127.13,127.35,32108
2022-09-21 12:00:00,127.345,127.3886,127.16,127.23,37544
2022-09-21 11:45:00,127.16,127.34,127.14,127.34,48907
2022-09-21 11:30:00,127.29,127.29,127.0932,127.15,57039
2022-09-21 11:15:00,127.36,127.42,127.18,127.29,58429
2022-09-21 11:00:00,127.17,127.36,127.08,127.35,77836
2022-09-21 10:45:00,127.28,127.3401,127.11,127.17,80360
2022-09-21 10:30:00,127.39,127.43,127.07,127.27,118787
2022-09-21 10:15:00,127.48,127.65,127.38,127.38,101391
2022-09-21 10:00:00,127.26,127.57,126.89,127.45,79066
2022-09-21 09:45:00,126.89,127.36,126.63,127.3,188017
2022-09-21 07:15:00,126.14,126.14,125.78,125.8,12190
2022-09-20 18:45:00,125.86,125.86,125.86,125.86,1000
2022-09-20 17:00:00,126.3,126.3,126.3,126.3,1316
2022-09-20 16:15:00,126.3,126.3,126.3,126.3,70800
2022-09-20 16:00:00,126.59,126.65,126.185,126.3,293241
2022-09-20 15:45:00,126.18,126.62,126.065,126.57,133039
2022-09-20 15:30:00,125.86,126.28,125.84,126.19,100620
2022-09-20 15:15:00,125.85,126.05,125.74,125.875,87056
2022-09-20 15:00:00,125.7,126.11,125.69,125.847,95904
2022-09-20 14:45:00,125.83,125.84,125.555,125.7225,47035
2022-09-20 14:30:00,125.81,126.0,125.6679,125.87,66257
2022-09-20 14:15:00,125.57,125.815,125.57,125.81,81040
2022-09-20 14:00:00,125.8,125.87,125.52,125.57,74473
2022-09-20 13:45:00,125.73,125.88,125.655,125.82,66840
2022-09-20 13:30:00,125.99,126.03,125.74,125.76,51989
2022-09-20 13:15:00,126.02,126.04,125.86,125.9729,49670
2022-09-20 13:00:00,125.9,126.08,125.85,126.04,65641
2022-09-20 12:45:00,126.14,126.16,125.86,125.92,60021
2022-09-20 12:30:00,126.42,126.45,126.14,126.14,40669
2022-09-20 12:15:00,126.22,126.47,126.21,126.44,60931
2022-09-20 12:00:00,125.8932,126.23,125.8,126.17,53639
2022-09-20 11:45:00,125.8,125.9,125.73,125.87,59296
2022-09-20 11:30:00,125.9238,125.93,125.79,125.81,53396
2022-09-20 11:15:00,125.9348,126.035,125.7401,125.903,73601
2022-09-20 11:00:00,125.65,125.93,125.52,125.92,101348
2022-09-20 10:45:00,125.77,125.87,125.66,125.68,120481
2022-09-20 10:30:00,125.72,125.8522,125.61,125.8299,97034
2022-09-20 10:15:00,126.07,126.09,125.58,125.73,141851
2022-09-20 10:00:00,126.36,126.64,125.97,126.04,136124
2022-09-20 09:45:00,126.9,126.99,125.7805,126.38,234133
2022-09-20 09:15:00,127.2999,127.2999,127.2999,127.2999,100
2022-09-20 09:00:00,127.18,127.18,127.18,127.18,142
2022-09-20 08:45:00,126.5,126.5,126.5,126.5,190
2022-09-20 08:30:00,127.3,127.3,127.2,127.2,450
2022-09-20 08:15:00,127.9696,127.9696,127.33,127.33,1319
2022-09-19 19:45:00,127.73,127.73,127.73,127.73,100
2022-09-19 18:15:00,127.58,127.73,127.58,127.73,204
2022-09-19 16:15:00,127.73,127.73,127.73,127.73,290847
2022-09-19 16:00:00,127.5,127.73,127.44,127.72,379975
2022-09-19 15:45:00,127.61,127.775,127.5,127.53,155502
2022-09-19 15:30:00,127.48,127.695,127.4,127.6,143110
2022-09-19 15:15:00,126.61,127.49,126.61,127.45,145606
2022-09-19 15:00:00,126.4,126.61,126.32,126.6,61706
2022-09-19 14:45:00,126.455,126.565,126.39,126.41,67425
2022-09-19 14:30:00,126.46,126.62,126.34,126.455,59704
2022-09-19 14:15:00,126.63,126.72,126.44,126.48,74780
2022-09-19 14:00:00,126.96,127.05,126.62,126.62,67844
2022-09-19 13:45:00,127.22,127.22,126.9,126.96,73060
2022-09-19 13:30:00,127.06,127.22,127.01,127.215,86439
